"bbref_id","season","Name","Age","Level","Team","G","PA","AB","R","H","X1B","X2B","X3B","HR","RBI","BB","IBB","uBB","SO","HBP","SH","SF","GDP","SB","CS","BA","OBP","SLG","OPS"
"giolilu01",2017,"Lucas Giolito",24,"Maj-AL","Chicago",5,10,10,0,1,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0.1,0.1,0.1,0.2
"severlu01",2017,"Luis Severino",24,"Maj-AL","New York",4,10,10,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.1,0.2
"zimmejo02",2017,"Jordan Zimmermann",33,"Maj-AL","Detroit",6,10,10,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.1,0.2
"germado01",2017,"Domingo German",26,"Maj-AL","New York",4,10,9,0,0,0,0,0,0,0,1,0,1,8,0,0,0,1,0,0,0,0.1,0,0.1
"tanakma01",2017,"Masahiro Tanaka",30,"Maj-AL","New York",5,10,9,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"turnbsp01",2017,"Spencer Turnbull",26,"Maj-AL","Detroit",4,10,10,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"weaveje02",2017,"Jered Weaver",34,"Maj-NL","San Diego",6,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
"stammcr01",2017,"Craig Stammen",35,"Maj-NL","San Diego",9,9,7,2,3,2,1,0,0,0,2,0,2,3,0,0,0,0,0,0,0.429,0.556,0.571,1.127
"peacobr01",2017,"Brad Peacock",30,"Maj-AL","Houston",4,9,8,1,2,1,1,0,0,2,1,0,1,4,0,0,0,0,0,0,0.25,0.333,0.375,0.708
"mengdda01",2017,"Daniel Mengden",26,"Maj-AL","Oakland",3,9,7,2,2,2,0,0,0,1,1,0,1,3,0,1,0,0,0,0,0.286,0.375,0.286,0.661
"stephja01",2017,"Jackson Stephens",24,"Maj-NL","Cincinnati",7,9,8,1,2,2,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0.25,0.333,0.25,0.583
"burneco01",2017,"Corbin Burnes",24,"Maj-NL","Milwaukee",6,9,7,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.286,0.286,0.286,0.571
"wilkeaa01",2017,"Aaron Wilkerson",30,"Maj-NL","Milwaukee",6,9,9,1,1,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0.111,0.111,0.444,0.556
"davisro03",2017,"Rookie Davis",26,"Maj-NL","Cincinnati,Pittsburgh",7,9,7,0,1,0,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0.143,0.25,0.286,0.536
"mcraeal01",2017,"Alex McRae",26,"Maj-NL","Pittsburgh",8,9,8,0,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.25,0.25,0.25,0.5
"dicksok01",2017,"O'Koyea Dickson",27,"Maj-NL","Los Angeles",6,9,7,0,1,1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0.143,0.333,0.143,0.476
"carraca01",2017,"Carlos Carrasco",31,"Maj-AL","Cleveland",3,9,8,1,1,1,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0.125,0.222,0.125,0.347
"grullde01",2017,"Deivy Grullon",23,"Maj-NL","Philadelphia",4,9,9,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0.111,0.111,0.222,0.333
"selskst01",2017,"Steve Selsky",27,"Maj-AL","Boston",7,9,9,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.111,0.111,0.222,0.333
"chaveje01",2017,"Jesse Chavez",35,"Maj-AL","Los Angeles,Texas",5,9,8,0,1,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.125,0.125,0.125,0.25
"florera02",2017,"Ramon Flores",25,"Maj-AL","Los Angeles",3,9,8,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.125,0.111,0.125,0.236
"gonzaal04",2017,"Alfredo Gonzalez",25,"Maj-AL","Chicago",3,9,9,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0.111,0.111,0.111,0.222
"klubeco01",2017,"Corey Kluber",33,"Maj-AL","Cleveland",5,9,9,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.111,0.111,0.111,0.222
"alexasc02",2017,"Scott Alexander",28,"Maj-AL,Maj-NL","Kansas City,Los Angeles",9,9,8,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
"clevimi01",2017,"Mike Clevinger",28,"Maj-AL","Cleveland",5,9,8,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
"delgara01",2017,"Randall Delgado",27,"Maj-NL","Arizona",7,9,8,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"kennebr02",2017,"Brett Kennedy",23,"Maj-NL","San Diego",6,9,8,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0
"ogradch01",2017,"Chris O'Grady",27,"Maj-NL","Miami",4,9,8,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
"sewalpa01",2017,"Paul Sewald",29,"Maj-NL","New York",9,9,8,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"gavigsa01",2017,"Sam Gaviglio",28,"Maj-AL","Seattle,Toronto",3,8,8,1,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.25,0.25,0.375,0.625
"bonilli01",2017,"Lisalverto Bonilla",27,"Maj-NL","Cincinnati",5,8,6,0,1,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0.167,0.375,0.167,0.542
"irvinco01",2017,"Cole Irvin",25,"Maj-NL","Philadelphia",6,8,6,1,1,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0.167,0.375,0.167,0.542
"duffyda01",2017,"Danny Duffy",30,"Maj-AL","Kansas City",4,8,8,0,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.25,0.25,0.25,0.5
"vielmen01",2017,"Engelb Vielma",24,"Maj-AL","Baltimore",6,8,7,1,1,1,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0.143,0.25,0.143,0.393
"pinedmi01",2017,"Michael Pineda",30,"Maj-AL","Minnesota,New York",4,8,7,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.143,0.143,0.143,0.286
"cishest01",2017,"Steve Cishek",33,"Maj-NL","Chicago",9,8,8,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.125,0.125,0.125,0.25
"duplajo01",2017,"Jon Duplantier",24,"Maj-NL","Arizona",7,8,8,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.125,0.125,0.125,0.25
"haderjo01",2017,"Josh Hader",25,"Maj-NL","Milwaukee",8,8,8,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.125,0.125,0.125,0.25
"heanean01",2017,"Andrew Heaney",27,"Maj-AL","Los Angeles",3,8,8,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.125,0.125,0.125,0.25
"norrida01",2017,"Daniel Norris",26,"Maj-AL","Detroit",5,8,8,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.125,0.125,0.125,0.25
"turneja01",2017,"Jacob Turner",26,"Maj-NL","Washington",6,8,5,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0.167,0,0.167
"gonzami03",2017,"Miguel Gonzalez",33,"Maj-AL","Chicago,Texas",4,8,6,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0.143,0,0.143
"lombast02",2017,"Steve Lombardozzi",28,"Maj-NL","Miami",2,8,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"paxtoja01",2017,"James Paxton",30,"Maj-AL","New York",3,8,5,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0
"shiplbr01",2017,"Braden Shipley",26,"Maj-NL","Arizona",5,8,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"rodonca01",2017,"Carlos Rodon",24,"Maj-AL","Chicago",3,7,6,0,2,1,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0.333,0.333,0.5,0.833
"ferguca01",2017,"Caleb Ferguson",22,"Maj-NL","Los Angeles",8,7,7,1,2,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0.286,0.286,0.429,0.714
"boydma01",2017,"Matthew Boyd",28,"Maj-AL","Detroit",5,7,7,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.286,0.286,0.286,0.571
"castiwi01",2017,"Wilkin Castillo",35,"Maj-NL","Miami",2,7,7,0,1,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0.143,0.143,0.286,0.429
"gosseda01",2017,"Daniel Gossett",24,"Maj-AL","Oakland",3,7,5,1,1,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0.2,0.2,0.2,0.4
"shielja02",2017,"James Shields",36,"Maj-AL","Chicago",3,7,6,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.167,0.167,0.167,0.333
"butleda01",2017,"Dan Butler",31,"Maj-AL","Boston",2,7,6,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0.167,0.143,0.167,0.31
"bethach01",2017,"Christian Bethancourt",25,"Maj-NL","San Diego",7,7,7,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.143,0.143,0.143,0.286
"bundydy01",2017,"Dylan Bundy",26,"Maj-AL","Baltimore",3,7,7,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.143,0.143,0.143,0.286
"johnsbr02",2017,"Brian Johnson",28,"Maj-AL","Boston",5,7,7,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.143,0.143,0.143,0.286
"nolasri01",2017,"Ricky Nolasco",34,"Maj-AL","Los Angeles",3,7,5,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0.286,0,0.286
"reckean01",2017,"Anthony Recker",33,"Maj-NL","Atlanta",4,7,7,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.143,0.143,0.143,0.286
"hessda01",2017,"David Hess",25,"Maj-AL","Baltimore",4,7,5,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.167,0,0.167
"montafr02",2017,"Frankie Montas",26,"Maj-AL","Oakland",3,7,6,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0.143,0,0.143
"sabatc.01",2017,"CC Sabathia",38,"Maj-AL","New York",4,7,6,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0.143,0,0.143
"andrima01",2017,"Matt Andriese",29,"Maj-NL","Arizona",7,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"barrija01",2017,"Jaime Barria",22,"Maj-AL","Los Angeles",3,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"hernafe02",2017,"Felix Hernandez",33,"Maj-AL","Seattle",4,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
"junisja01",2017,"Jakob Junis",26,"Maj-AL","Kansas City",4,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"mcgowdu01",2017,"Dustin McGowan",35,"Maj-NL","Miami",7,7,6,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
"gibsoky01",2017,"Kyle Gibson",31,"Maj-AL","Minnesota",3,6,3,2,2,2,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0.667,0.75,0.667,1.417
"kenneia01",2017,"Ian Kennedy",33,"Maj-AL","Kansas City",3,6,5,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.4,0.5,0.4,0.9
"fontwi01",2017,"Wilmer Font",29,"Maj-NL","Los Angeles,New York",4,6,3,0,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0.333,0.333,0.333,0.667
"ramirer02",2017,"Erasmo Ramirez",28,"Maj-AL","Seattle",3,6,6,0,2,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.333,0.333,0.333,0.667
"iglesra01",2017,"Raisel Iglesias",29,"Maj-NL","Cincinnati",6,6,6,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.167,0.167,0.333,0.5
"marinjh01",2017,"Jhan Marinez",28,"Maj-NL","Milwaukee,Pittsburgh",6,6,6,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0.167,0.167,0.333,0.5
"snydebr03",2017,"Brandon Snyder",31,"Maj-AL","Tampa Bay",2,6,6,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.167,0.167,0.333,0.5
"gagnodr01",2017,"Drew Gagnon",29,"Maj-NL","New York",4,6,4,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0.25,0.2,0.25,0.45
"tinocje01",2017,"Jesus Tinoco",24,"Maj-NL","Colorado",6,6,5,1,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.2,0.2,0.2,0.4
"burnsbi02",2017,"Billy Burns",27,"Maj-AL","Kansas City",6,6,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.167,0.167,0.167,0.333
"mcguide02",2017,"Deck McGuire",29,"Maj-AL,Maj-NL","Cincinnati,Los Angeles,Toronto",4,6,6,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.167,0.167,0.167,0.333
"jackslu01",2017,"Luke Jackson",26,"Maj-NL","Atlanta",6,6,3,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0.25,0,0.25
"baezpe01",2017,"Pedro Baez",30,"Maj-NL","Los Angeles",6,6,5,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0.167,0,0.167
"duensbr01",2017,"Brian Duensing",35,"Maj-NL","Chicago",7,6,5,1,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,0,0.167,0,0.167
"griffaj01",2017,"A.J. Griffin",29,"Maj-AL","Texas",2,6,5,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0.167,0,0.167
"almonye01",2017,"Yency Almonte",25,"Maj-NL","Colorado",4,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"alvarhe01",2017,"Henderson Alvarez III",27,"Maj-NL","Philadelphia",3,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"bandaan01",2017,"Anthony Banda",23,"Maj-NL","Arizona",4,6,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"carlesh01",2017,"Shane Carle",27,"Maj-NL","Atlanta",5,6,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
"cosarja01",2017,"Jarred Cosart",27,"Maj-NL","San Diego",6,6,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"delosen01",2017,"Enyel De Los Santos",23,"Maj-NL","Philadelphia",3,6,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
"guerrja01",2017,"Javy Guerra",33,"Maj-NL","Miami,Washington",6,6,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
"kellyca01",2017,"Casey Kelly",28,"Maj-NL","San Francisco",4,6,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
"miranar01",2017,"Ariel Miranda",28,"Maj-AL","Seattle",4,6,6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"washida01",2017,"David Washington",26,"Maj-AL","Baltimore",3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"wrighky01",2017,"Kyle Wright",23,"Maj-NL","Atlanta",4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"cecilda01",2017,"Darrell Ceciliani",27,"Maj-AL","Toronto",3,5,5,2,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1.2,1.6
"janseke01",2017,"Kenley Jansen",31,"Maj-NL","Los Angeles",5,5,5,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.4,0.4,0.6,1
"fillmhe01",2017,"Heath Fillmyer",24,"Maj-AL","Kansas City",2,5,4,0,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0.25,0.25,0.5,0.75
"allarko01",2017,"Kolby Allard",21,"Maj-AL,Maj-NL","Atlanta,Texas",2,5,3,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.333,0.333,0.333,0.667
"allenlo01",2017,"Logan Allen",22,"Maj-NL","San Diego",3,5,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0.4,0.25,0.65
"hutchdr01",2017,"Drew Hutchison",27,"Maj-AL,Maj-NL","Philadelphia,Texas",4,5,4,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0.25,0.4,0.25,0.65
"salech01",2017,"Chris Sale",29,"Maj-AL","Boston",2,5,5,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.4,0.6
"brachbr01",2017,"Brad Brach",33,"Maj-NL","Chicago",5,5,4,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.5
"brighje01",2017,"Jeff Brigham",27,"Maj-NL","Miami",4,5,4,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.25,0.25,0.25,0.5
"espinpa01",2017,"Paolo Espino",30,"Maj-NL","Milwaukee",3,5,4,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.5
"noesihe01",2017,"Hector Noesi",32,"Maj-NL","Miami",3,5,4,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.25,0.25,0.25,0.5
"bradlar01",2017,"Archie Bradley",26,"Maj-NL","Arizona",5,5,5,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.2,0.4
"jimenub01",2017,"Ubaldo Jimenez",33,"Maj-AL","Baltimore",3,5,5,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.2,0.4
"mcgowky01",2017,"Kyle McGowin",27,"Maj-NL","Washington",4,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
"montgjo01",2017,"Jordan Montgomery",24,"Maj-AL","New York",2,5,3,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0.4,0,0.4
"willita01",2017,"Taylor Williams",27,"Maj-NL","Milwaukee",7,5,5,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.2,0.4
"kaczmke01",2017,"Kevin Kaczmarski",26,"Maj-NL","New York",4,5,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0.2,0,0.2
"alzolad01",2017,"Adbert Alzolay",24,"Maj-NL","Chicago",3,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"anderdr02",2017,"Drew Anderson",25,"Maj-NL","Philadelphia",3,5,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"bassich01",2017,"Chris Bassitt",30,"Maj-AL","Oakland",3,5,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"beeksja02",2017,"Jalen Beeks",25,"Maj-AL","Tampa Bay",3,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"blackpa01",2017,"Paul Blackburn",24,"Maj-AL","Oakland",2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"bolanro01",2017,"Ronald Bolanos",22,"Maj-NL","San Diego",3,5,5,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"briceau01",2017,"Austin Brice",26,"Maj-NL","Cincinnati",5,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"diazmi02",2017,"Miguel Diaz",24,"Maj-NL","San Diego",4,5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"estrama01",2017,"Marco Estrada",34,"Maj-AL","Toronto",3,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"farrelu01",2017,"Luke Farrell",27,"Maj-NL","Chicago",4,5,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"lopezre01",2017,"Reynaldo Lopez",25,"Maj-AL","Chicago",3,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"mcculla02",2017,"Lance McCullers Jr.",24,"Maj-AL","Houston",2,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"pillty01",2017,"Tyler Pill",27,"Maj-NL","New York",3,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"sadleca02",2017,"Casey Sadler",28,"Maj-NL","Los Angeles,Pittsburgh",4,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"santade01",2017,"Dennis Santana",23,"Maj-NL","Los Angeles",4,4,4,0,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.75,1.25
"liriafr01",2017,"Francisco Liriano",35,"Maj-AL,Maj-NL","Detroit,Pittsburgh",3,4,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.5,0.667,0.5,1.167
"davisjo06",2017,"Johnny Davis",29,"Maj-AL","Tampa Bay",8,4,4,5,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.75,1
"lopezjo02",2017,"Jorge Lopez",26,"Maj-AL,Maj-NL","Kansas City,Milwaukee",3,4,3,1,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0.333,0.333,0.667,1
"gallayo01",2017,"Yovani Gallardo",32,"Maj-AL","Seattle,Texas",2,4,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
"brebbjo01",2017,"John Brebbia",29,"Maj-NL","St. Louis",4,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5
"rosajo01",2017,"Jorge De La Rosa",37,"Maj-NL","Arizona",4,4,1,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0.5,0,0.5
"durapmo01",2017,"Montana DuRapau",27,"Maj-NL","Pittsburgh",3,4,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5
"gonzame01",2017,"Merandy Gonzalez",22,"Maj-NL","Miami",3,4,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5
"matonph01",2017,"Phil Maton",26,"Maj-NL","San Diego",4,4,4,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5
"shackke01",2017,"Kevin Shackelford",29,"Maj-NL","Cincinnati",4,4,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5
"sweenda02",2017,"Darnell Sweeney",27,"Maj-AL","Toronto",2,4,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.5,0,0.5
"jacksdr01",2017,"Drew Jackson",25,"Maj-AL","Baltimore",3,4,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.25,0,0.25
"parsowe01",2017,"Wes Parsons",26,"Maj-NL","Atlanta,Colorado",3,4,3,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0.25,0,0.25
"shrevch01",2017,"Chasen Shreve",28,"Maj-AL,Maj-NL","New York,St. Louis",4,4,3,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.25,0,0.25
"skaggty01",2017,"Tyler Skaggs",27,"Maj-AL","Los Angeles",3,4,3,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.25,0,0.25
"brookaa01",2017,"Aaron Brooks",29,"Maj-AL","Baltimore",2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"cabrege01",2017,"Genesis Cabrera",22,"Maj-NL","St. Louis",3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"cimbead01",2017,"Adam Cimber",27,"Maj-NL","San Diego",4,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"coveydy01",2017,"Dylan Covey",27,"Maj-AL","Chicago",3,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"gallegi01",2017,"Giovanny Gallegos",27,"Maj-AL,Maj-NL","New York,St. Louis",4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"haggesa01",2017,"Sam Haggerty",25,"Maj-NL","New York",11,4,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"marveja01",2017,"James Marvel",25,"Maj-NL","Pittsburgh",4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"norwoja01",2017,"James Norwood",25,"Maj-NL","Chicago",4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"parmlia01",2017,"Ian Parmley",27,"Maj-AL","Toronto",2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"plutkad01",2017,"Adam Plutko",27,"Maj-AL","Cleveland",2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"ramirye01",2017,"Yefry Ramirez",25,"Maj-AL,Maj-NL","Baltimore,Pittsburgh",3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"reidfse01",2017,"Sean Reid-Foley",23,"Maj-AL","Toronto",2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"rucindr01",2017,"Drew Rucinski",29,"Maj-NL","Miami",2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"santihe01",2017,"Hector Santiago",30,"Maj-AL","Chicago",3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"suerowa01",2017,"Wander Suero",27,"Maj-NL","Washington",4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"urquijo01",2017,"Jose Urquidy",24,"Maj-AL","Houston",2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"wittgni01",2017,"Nick Wittgren",26,"Maj-NL","Miami",4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"alberan01",2017,"Andrew Albers",31,"Maj-AL","Seattle",1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,2
"meansjo01",2017,"John Means",26,"Maj-AL","Baltimore",2,3,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,2
